X,Y,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel
-71.111316,42.399507,8603122,5122,residential,Rogers Avenue,,F,0,0,F,F
-71.0955215,42.3831757,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0954541,42.3831349,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0943797,42.3824837,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0939551,42.3822361,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0939042,42.3822063,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0935382,42.3819657,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0934003,42.3818751,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0933165,42.3818108,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0932382,42.38172,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.092824,42.3812634,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0927115,42.3811514,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0926471,42.3810888,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0924575,42.3809194,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0923768,42.3808589,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0922679,42.3808077,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0921738,42.3807741,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0920368,42.3807394,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.091895,42.380724,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0917734,42.3807264,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0916541,42.3807355,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0915514,42.3807576,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.091453,42.380787,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.091146,42.380902,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.090932,42.381,8603503,5122,residential,Munroe Street,,B,0,0,F,F
-71.0955666,42.3796478,8604709,5114,secondary,Somerville Avenue,,B,0,0,F,F
-71.0956795,42.3796808,8604709,5114,secondary,Somerville Avenue,,B,0,0,F,F
-71.0957701,42.3796964,8604709,5114,secondary,Somerville Avenue,,B,0,0,F,F
-71.093746,42.374253,8604746,5122,residential,Columbia Street,,B,0,0,F,F
-71.09386,42.374701,8604746,5122,residential,Columbia Street,,B,0,0,F,F
-71.094018,42.375226,8604746,5122,residential,Columbia Street,,B,0,0,F,F
-71.094088,42.375508,8604746,5122,residential,Columbia Street,,B,0,0,F,F
-71.094108,42.375592,8604746,5122,residential,Columbia Street,,B,0,0,F,F
-71.094234,42.375782,8604746,5122,residential,Columbia Street,,B,0,0,F,F
-71.094708,42.375808,8604746,5122,residential,Columbia Street,,B,0,0,F,F
-71.095239,42.375868,8604746,5122,residential,Columbia Street,,B,0,0,F,F
-71.0886374,42.3806562,8604756,5114,secondary,Washington Street,,F,0,0,F,F
-71.0890728,42.3805478,8604756,5114,secondary,Washington Street,,F,0,0,F,F
-71.0894095,42.3804269,8604756,5114,secondary,Washington Street,,F,0,0,F,F
-71.0897087,42.3803134,8604756,5114,secondary,Washington Street,,F,0,0,F,F
-71.0899473,42.3802233,8604756,5114,secondary,Washington Street,,F,0,0,F,F
-71.09032,42.380056,8604756,5114,secondary,Washington Street,,F,0,0,F,F
-71.090653,42.379881,8604756,5114,secondary,Washington Street,,F,0,0,F,F
-71.0755329,42.3705222,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.0759287,42.3708229,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.0761423,42.3709661,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.0763655,42.3711056,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.0764908,42.3711798,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.0766269,42.3712544,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.076771,42.371325,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.076939,42.3713971,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.0771155,42.3714679,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.0775623,42.3716339,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.0777611,42.3717095,8604813,5112,trunk,Monsignor O'Brien Highway,MA 28,F,0,0,F,F
-71.096387,42.379635,8604858,5114,secondary,Webster Avenue,,B,32,0,F,F
-71.0963713,42.3795351,8604858,5114,secondary,Webster Avenue,,B,32,0,F,F
-71.0961163,42.3787052,8604858,5114,secondary,Webster Avenue,,B,32,0,F,F
-71.096112,42.37869,8604858,5114,secondary,Webster Avenue,,B,32,0,F,F
-71.0961061,42.3786693,8604858,5114,secondary,Webster Avenue,,B,32,0,F,F
-71.0958978,42.3779687,8604858,5114,secondary,Webster Avenue,,B,32,0,F,F
-71.0958835,42.377919,8604858,5114,secondary,Webster Avenue,,B,32,0,F,F
-71.0892782,42.3775169,8604879,5114,secondary,Medford Street,,F,0,0,F,F
-71.089268,42.3774744,8604879,5114,secondary,Medford Street,,F,0,0,F,F
-71.0892156,42.377256,8604879,5114,secondary,Medford Street,,F,0,0,F,F
-71.0941062,42.3790978,8604881,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0940479,42.379191,8604881,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0938516,42.3794665,8604881,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0937988,42.379519,8604881,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0920505,42.3794766,8604884,5122,residential,Merriam Street,,F,0,0,F,F
-71.0920266,42.3793765,8604884,5122,residential,Merriam Street,,F,0,0,F,F
-71.092001,42.379252,8604884,5122,residential,Merriam Street,,F,0,0,F,F
-71.091969,42.378961,8604884,5122,residential,Merriam Street,,F,0,0,F,F
-71.0919048,42.3784242,8604884,5122,residential,Merriam Street,,F,0,0,F,F
-71.0918574,42.3782927,8604884,5122,residential,Merriam Street,,F,0,0,F,F
-71.0937988,42.379519,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0937138,42.3795426,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0930609,42.3794973,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0924709,42.3794618,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0922994,42.3794642,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0922227,42.3794653,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0921827,42.3794659,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0920505,42.3794766,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0917024,42.3795336,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0914133,42.3796298,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0908054,42.3798313,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.090653,42.379881,8605061,5114,secondary,Washington Street,,B,0,0,F,F
-71.0886,42.380671,8605079,5114,secondary,Washington Street,,B,0,0,F,F
-71.088501,42.380706,8605079,5114,secondary,Washington Street,,B,0,0,F,F
-71.0883258,42.380758,8605079,5114,secondary,Washington Street,,B,0,0,F,F
-71.099342,42.3832651,8605096,5122,residential,Church Street,,F,0,0,F,F
-71.0993926,42.3831907,8605096,5122,residential,Church Street,,F,0,0,F,F
-71.099729,42.382696,8605096,5122,residential,Church Street,,F,0,0,F,F
-71.100178,42.382043,8605096,5122,residential,Church Street,,F,0,0,F,F
-71.1004424,42.381612,8605096,5122,residential,Church Street,,F,0,0,F,F
-71.1005265,42.3815145,8605096,5122,residential,Church Street,,F,0,0,F,F
-71.085282,42.3755668,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.0853932,42.3756585,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.085454,42.3757316,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.0854704,42.375771,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.0854985,42.3758034,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.085879,42.376204,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.086463,42.376808,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.0870848,42.3774817,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.087579,42.378017,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.0881268,42.3786313,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.088646,42.379142,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.088971,42.379459,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.0893131,42.3795038,8605193,5122,residential,Linwood Street,,B,0,0,F,F
-71.0866143,42.3812232,8605205,5114,secondary,Washington Street,,B,0,0,F,F
-71.0862143,42.3813165,8605205,5114,secondary,Washington Street,,B,0,0,F,F
-71.0860637,42.3813443,8605205,5114,secondary,Washington Street,,B,0,0,F,F
-71.085675,42.381416,8605205,5114,secondary,Washington Street,,B,0,0,F,F
-71.0849675,42.3815195,8605205,5114,secondary,Washington Street,,B,0,0,F,F
-71.0845536,42.3815813,8605205,5114,secondary,Washington Street,,B,0,0,F,F
-71.0988672,42.3793891,8605207,5114,secondary,Washington Street,,B,0,1,T,F
-71.0986389,42.3794121,8605207,5114,secondary,Washington Street,,B,0,1,T,F
-71.097416,42.374429,8605216,5114,secondary,Prospect Street,,B,48,0,F,F
-71.097196,42.374703,8605216,5114,secondary,Prospect Street,,B,48,0,F,F
-71.096888,42.375143,8605216,5114,secondary,Prospect Street,,B,48,0,F,F
-71.09654,42.375644,8605216,5114,secondary,Prospect Street,,B,48,0,F,F
-71.09623,42.37606,8605216,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0959484,42.3764555,8605216,5114,secondary,Prospect Street,,B,48,0,F,F
-71.095726,42.3767606,8605216,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0955886,42.3769467,8605216,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0927809,42.3848506,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0926368,42.3846663,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0926232,42.3846249,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0926299,42.3845909,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.092648,42.3845473,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0924821,42.3844324,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0923984,42.384374,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0923189,42.3843137,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0922524,42.3842539,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0921897,42.3841933,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0921664,42.3841674,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0921013,42.384095,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0919968,42.383964,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0918994,42.3838675,8605218,5114,secondary,Medford Street,,F,0,0,F,F
-71.0913566,42.3837448,8605225,5114,secondary,Medford Street,,F,0,0,F,F
-71.0914423,42.3837649,8605225,5114,secondary,Medford Street,,F,0,0,F,F
-71.0915241,42.3837891,8605225,5114,secondary,Medford Street,,F,0,0,F,F
-71.09169,42.3838667,8605225,5114,secondary,Medford Street,,F,0,0,F,F
-71.0917998,42.383935,8605225,5114,secondary,Medford Street,,F,0,0,F,F
-71.0919309,42.3840602,8605225,5114,secondary,Medford Street,,F,0,0,F,F
-71.0921681,42.3843005,8605225,5114,secondary,Medford Street,,F,0,0,F,F
-71.0924432,42.3845628,8605225,5114,secondary,Medford Street,,F,0,0,F,F
-71.0926181,42.3847216,8605225,5114,secondary,Medford Street,,F,0,0,F,F
-71.0927809,42.3848506,8605225,5114,secondary,Medford Street,,F,0,0,F,F
-71.0955886,42.3769467,8605229,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0955258,42.3770431,8605229,5114,secondary,Prospect Street,,B,48,0,F,F
-71.095463,42.3771395,8605229,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0953402,42.377329,8605229,5114,secondary,Prospect Street,,B,48,0,F,F
-71.1007802,42.3810734,8605266,5122,residential,Church Street,,B,0,0,F,F
-71.1005733,42.3814331,8605266,5122,residential,Church Street,,B,0,0,F,F
-71.1005265,42.3815145,8605266,5122,residential,Church Street,,B,0,0,F,F
-71.087917,42.373499,8605306,5114,secondary,Warren Street,,F,0,0,F,F
-71.087911,42.373517,8605306,5114,secondary,Warren Street,,F,0,0,F,F
-71.087835,42.373632,8605306,5114,secondary,Warren Street,,F,0,0,F,F
-71.0876727,42.3737494,8605306,5114,secondary,Warren Street,,F,0,0,F,F
-71.087647,42.373768,8605306,5114,secondary,Warren Street,,F,0,0,F,F
-71.0994056,42.3765542,8605310,5115,tertiary,Concord Avenue,,B,0,0,F,F
-71.099309,42.376569,8605310,5115,tertiary,Concord Avenue,,B,0,0,F,F
-71.0991648,42.3765873,8605310,5115,tertiary,Concord Avenue,,B,0,0,F,F
-71.086913,42.3836734,8605323,5122,residential,Oliver Street,,F,0,0,F,F
-71.087739,42.3838109,8605323,5122,residential,Oliver Street,,F,0,0,F,F
-71.087857,42.3838381,8605323,5122,residential,Oliver Street,,F,0,0,F,F
-71.0890909,42.3842175,8605323,5122,residential,Oliver Street,,F,0,0,F,F
-71.082164,42.384867,8605342,5122,residential,Florence Street,,B,0,0,F,F
-71.08241,42.384524,8605342,5122,residential,Florence Street,,B,0,0,F,F
-71.082681,42.384143,8605342,5122,residential,Florence Street,,B,0,0,F,F
-71.084212,42.384563,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.084518,42.38413,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.084823,42.38369,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0848994,42.3835704,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0851454,42.3831851,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0851763,42.3831336,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0853872,42.3828206,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0855831,42.3825298,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0858999,42.3820532,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0859237,42.382018,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0860815,42.3817853,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0861986,42.3815571,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0862198,42.3814728,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0862143,42.3813165,8605345,5122,residential,Franklin Street,,F,0,0,F,F
-71.0980999,42.3819517,8605356,5115,tertiary,Summer Street,,F,0,0,F,F
-71.098082,42.3818762,8605356,5115,tertiary,Summer Street,,F,0,0,F,F
-71.0980802,42.3818319,8605356,5115,tertiary,Summer Street,,F,0,0,F,F
-71.0980925,42.3817816,8605356,5115,tertiary,Summer Street,,F,0,0,F,F
-71.0981222,42.381746,8605356,5115,tertiary,Summer Street,,F,0,0,F,F
-71.0981803,42.3817115,8605356,5115,tertiary,Summer Street,,F,0,0,F,F
-71.0983039,42.38165,8605356,5115,tertiary,Summer Street,,F,0,0,F,F
-71.0935001,42.3848835,8605381,5114,secondary,Highland Avenue,,B,0,0,F,F
-71.092918,42.384659,8605381,5114,secondary,Highland Avenue,,B,0,0,F,F
-71.0927631,42.3845949,8605381,5114,secondary,Highland Avenue,,B,0,0,F,F
-71.092648,42.3845473,8605381,5114,secondary,Highland Avenue,,B,0,0,F,F
-71.094311,42.378791,8605549,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0943032,42.3788026,8605549,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0941776,42.3789909,8605549,5114,secondary,Prospect Street,,B,48,0,F,F
-71.0941062,42.3790978,8605549,5114,secondary,Prospect Street,,B,48,0,F,F
-71.1009841,42.3761304,8605568,5115,tertiary,Concord Avenue,,B,0,0,F,F
-71.1006778,42.3762702,8605568,5115,tertiary,Concord Avenue,,B,0,0,F,F
-71.0824806,42.3734784,8605671,5121,unclassified,,,B,0,0,F,F
-71.0821562,42.3736037,8605671,5121,unclassified,,,B,0,0,F,F
-71.0820567,42.3736771,8605671,5121,unclassified,,,B,0,0,F,F
-71.081994,42.37378,8605671,5121,unclassified,,,B,0,0,F,F
-71.082611,42.373926,8605673,5121,unclassified,,,F,0,0,F,F
-71.0824481,42.3737547,8605673,5121,unclassified,,,F,0,0,F,F
-71.0824186,42.3737013,8605673,5121,unclassified,,,F,0,0,F,F
-71.0824239,42.3736014,8605673,5121,unclassified,,,F,0,0,F,F
-71.0824806,42.3734784,8605673,5121,unclassified,,,F,0,0,F,F
-71.0864613,42.3730531,8605680,5141,service,,,B,0,0,F,F
-71.0858023,42.3740554,8605680,5141,service,,,B,0,0,F,F
-71.0857118,42.3741468,8605680,5141,service,,,B,0,0,F,F
-71.0856194,42.3742077,8605680,5141,service,,,B,0,0,F,F
-71.085252,42.374305,8605680,5141,service,,,B,0,0,F,F
-71.0851397,42.3742938,8605680,5141,service,,,B,0,0,F,F
-71.0850273,42.3742483,8605680,5141,service,,,B,0,0,F,F
-71.0837788,42.3736829,8605680,5141,service,,,B,0,0,F,F
-71.0835017,42.3735574,8605680,5141,service,,,B,0,0,F,F
-71.083456,42.3735367,8605680,5141,service,,,B,0,0,F,F
-71.0832214,42.3734304,8605680,5141,service,,,B,0,0,F,F
-71.090653,42.379881,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0902444,42.3798882,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0898723,42.3798857,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0897054,42.3799004,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0895703,42.3799308,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0894553,42.3799707,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0893791,42.38001,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0893181,42.3800586,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.089202,42.3802549,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.089107,42.380387,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0889953,42.3804753,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0888751,42.3805419,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0887568,42.3805988,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0886374,42.3806562,8605696,5114,secondary,Washington Street,,F,0,0,F,F
-71.0978769,42.3766552,8605712,5122,residential,,,F,0,0,F,F
-71.0979001,42.3767481,8605712,5122,residential,,,F,0,0,F,F
-71.0978996,42.3768412,8605712,5122,residential,,,F,0,0,F,F
-71.0991648,42.3765873,8605740,5122,residential,Concord Avenue,,F,0,0,F,F
-71.09886,42.3765674,8605740,5122,residential,Concord Avenue,,F,0,0,F,F
-71.0985836,42.37659,8605740,5122,residential,Concord Avenue,,F,0,0,F,F
-71.0979699,42.3766488,8605740,5122,residential,Concord Avenue,,F,0,0,F,F
-71.0978769,42.3766552,8605740,5122,residential,Concord Avenue,,F,0,0,F,F
-71.098249,42.375623,8605806,5122,residential,,,B,0,0,F,F
-71.097857,42.375456,8605806,5122,residential,,,B,0,0,F,F
-71.085282,42.3755668,8605821,5122,residential,Fitchburg Street,,B,0,0,F,F
-71.0852161,42.3755254,8605821,5122,residential,Fitchburg Street,,B,0,0,F,F
-71.0851506,42.3755026,8605821,5122,residential,Fitchburg Street,,B,0,0,F,F
-71.0850779,42.3755328,8605821,5122,residential,Fitchburg Street,,B,0,0,F,F
-71.0848521,42.3756576,8605821,5122,residential,Fitchburg Street,,B,0,0,F,F
-71.0845435,42.3758188,8605821,5122,residential,Fitchburg Street,,B,0,0,F,F
-71.0844487,42.3758712,8605821,5122,residential,Fitchburg Street,,B,0,0,F,F
-71.083861,42.376153,8605821,5122,residential,Fitchburg Street,,B,0,0,F,F
-71.1006778,42.3762702,8605831,5115,tertiary,Concord Avenue,,B,0,0,F,F
-71.1004828,42.3763548,8605831,5115,tertiary,Concord Avenue,,B,0,0,F,F
-71.1003816,42.3763812,8605831,5115,tertiary,Concord Avenue,,B,0,0,F,F
-71.0998701,42.3764817,8605831,5115,tertiary,Concord Avenue,,B,0,0,F,F
-71.0996196,42.3765203,8605831,5115,tertiary,Concord Avenue,,B,0,0,F,F
-71.0949283,42.3796391,8605869,5141,service,,,B,0,0,F,F
-71.0946846,42.3796165,8605869,5141,service,,,B,0,0,F,F
-71.094475,42.3796013,8605869,5141,service,,,B,0,0,F,F
-71.0940687,42.3795824,8605869,5141,service,,,B,0,0,F,F
-71.0939834,42.3795809,8605869,5141,service,,,B,0,0,F,F
-71.086913,42.3836734,8610037,5122,residential,Oliver Street,,B,0,0,F,F
-71.0865796,42.3836132,8610037,5122,residential,Oliver Street,,B,0,0,F,F
-71.0863964,42.3835648,8610037,5122,residential,Oliver Street,,B,0,0,F,F
-71.0861555,42.3834975,8610037,5122,residential,Oliver Street,,B,0,0,F,F
-71.0851454,42.3831851,8610037,5122,residential,Oliver Street,,B,0,0,F,F
-71.084212,42.384563,8610038,5122,residential,Franklin Street,,F,0,0,F,F
-71.08392,42.384965,8610038,5122,residential,Franklin Street,,F,0,0,F,F
-71.082681,42.384143,8610040,5122,residential,Florence Street,,F,0,0,F,F
-71.082899,42.383828,8610040,5122,residential,Florence Street,,F,0,0,F,F
-71.083083,42.383544,8610040,5122,residential,Florence Street,,F,0,0,F,F
-71.083134,42.383247,8610040,5122,residential,Florence Street,,F,0,0,F,F
-71.083144,42.382897,8610040,5122,residential,Florence Street,,F,0,0,F,F
-71.083119,42.382435,8610040,5122,residential,Florence Street,,F,0,0,F,F
-71.083072,42.381777,8610040,5122,residential,Florence Street,,F,0,0,F,F
-71.0977744,42.3816327,8610043,5115,tertiary,Summer Street,,F,0,0,F,F
-71.0978599,42.3817477,8610043,5115,tertiary,Summer Street,,F,0,0,F,F
-71.0979813,42.3818556,8610043,5115,tertiary,Summer Street,,F,0,0,F,F
-71.0980999,42.3819517,8610043,5115,tertiary,Summer Street,,F,0,0,F,F
-71.0955375,42.3610374,8614574,5122,residential,Osborn Street,,B,0,0,F,F
-71.0954168,42.3618993,8614574,5122,residential,Osborn Street,,B,0,0,F,F
-71.0953819,42.3621674,8614574,5122,residential,Osborn Street,,B,0,0,F,F
-71.0953482,42.3624257,8614574,5122,residential,Osborn Street,,B,0,0,F,F
-71.0952709,42.363098,8614574,5122,residential,Osborn Street,,B,0,0,F,F
-71.0901378,42.3715864,8614582,5122,residential,Marcella Street,,F,0,0,F,F
-71.088974,42.37121,8614582,5122,residential,Marcella Street,,F,0,0,F,F
-71.0783171,42.3626333,8614583,5113,primary,Land Boulevard,,F,0,0,F,F
-71.0783083,42.3626882,8614583,5113,primary,Land Boulevard,,F,0,0,F,F
-71.0783024,42.3627459,8614583,5113,primary,Land Boulevard,,F,0,0,F,F
-71.0783018,42.362799,8614583,5113,primary,Land Boulevard,,F,0,0,F,F
-71.0783045,42.362845,8614583,5113,primary,Land Boulevard,,F,0,0,F,F
-71.0783173,42.3629329,8614583,5113,primary,Land Boulevard,,F,0,0,F,F
-71.0783356,42.3630497,8614583,5113,primary,Land Boulevard,,F,0,0,F,F
-71.0997933,42.3634573,8614585,5115,tertiary,Columbia Street,,B,40,0,F,F
-71.0998309,42.3635024,8614585,5115,tertiary,Columbia Street,,B,40,0,F,F
-71.0998273,42.3635267,8614585,5115,tertiary,Columbia Street,,B,40,0,F,F
-71.0998228,42.3635569,8614585,5115,tertiary,Columbia Street,,B,40,0,F,F
-71.0994781,42.3641572,8614585,5115,tertiary,Columbia Street,,B,40,0,F,F
-71.088877,42.368995,8614588,5122,residential,W Harrington Memorial Way,,B,0,0,F,F
-71.088721,42.369593,8614588,5122,residential,W Harrington Memorial Way,,B,0,0,F,F
-71.088702,42.369656,8614588,5122,residential,W Harrington Memorial Way,,B,0,0,F,F
-71.088627,42.3699,8614588,5122,residential,W Harrington Memorial Way,,B,0,0,F,F
-71.088561,42.370221,8614588,5122,residential,W Harrington Memorial Way,,B,0,0,F,F
-71.0962381,42.3731359,8614590,5122,residential,Norfolk Street,,F,0,0,F,F
-71.096028,42.373494,8614590,5122,residential,Norfolk Street,,F,0,0,F,F
-71.095657,42.374117,8614590,5122,residential,Norfolk Street,,F,0,0,F,F
-71.095512,42.374338,8614590,5122,residential,Norfolk Street,,F,0,0,F,F
-71.0682076,42.3667346,8614591,5113,primary,Charles River Dam Road,MA 28,F,0,0,F,F
-71.0682775,42.3667896,8614591,5113,primary,Charles River Dam Road,MA 28,F,0,0,F,F
-71.0683516,42.3668372,8614591,5113,primary,Charles River Dam Road,MA 28,F,0,0,F,F
-71.0684657,42.366904,8614591,5113,primary,Charles River Dam Road,MA 28,F,0,0,F,F
-71.068872,42.3671091,8614591,5113,primary,Charles River Dam Road,MA 28,F,0,0,F,F
-71.1001993,42.362389,8614612,5122,residential,Green Street,,F,40,0,F,F
-71.1002706,42.3624334,8614612,5122,residential,Green Street,,F,40,0,F,F
-71.100445,42.3625421,8614612,5122,residential,Green Street,,F,40,0,F,F
-71.100651,42.362664,8614612,5122,residential,Green Street,,F,40,0,F,F
-71.097547,42.369327,8614614,5122,residential,Market Street,,F,0,0,F,F
-71.097226,42.369114,8614614,5122,residential,Market Street,,F,0,0,F,F
-71.096836,42.368819,8614614,5122,residential,Market Street,,F,0,0,F,F
-71.0960944,42.3683131,8614614,5122,residential,Market Street,,F,0,0,F,F
-71.0951953,42.3676979,8614614,5122,residential,Market Street,,F,0,0,F,F
-71.0946634,42.3673368,8614614,5122,residential,Market Street,,F,0,0,F,F
-71.0940434,42.3669139,8614614,5122,residential,Market Street,,F,0,0,F,F
-71.083127,42.371438,8614708,5122,residential,Fifth Street,,B,0,0,F,F
-71.08331,42.370738,8614708,5122,residential,Fifth Street,,B,0,0,F,F
-71.083464,42.370068,8614708,5122,residential,Fifth Street,,B,0,0,F,F
-71.083565,42.369638,8614708,5122,residential,Fifth Street,,B,0,0,F,F
-71.083625,42.369381,8614708,5122,residential,Fifth Street,,B,0,0,F,F
-71.083781,42.368702,8614708,5122,residential,Fifth Street,,B,0,0,F,F
-71.083939,42.368022,8614708,5122,residential,Fifth Street,,B,0,0,F,F
-71.0987155,42.3726027,8614738,5122,residential,Carlisle Street,,F,0,0,F,F
-71.0986247,42.3725713,8614738,5122,residential,Carlisle Street,,F,0,0,F,F
-71.0976583,42.3722381,8614738,5122,residential,Carlisle Street,,F,0,0,F,F
-71.092557,42.369778,8614748,5122,residential,Hamlin Street,,F,0,0,F,F
-71.092602,42.36967,8614748,5122,residential,Hamlin Street,,F,0,0,F,F
-71.092825,42.369124,8614748,5122,residential,Hamlin Street,,F,0,0,F,F
-71.0816488,42.3670003,8614767,5141,service,,,B,0,0,F,F
-71.0811064,42.3669328,8614767,5141,service,,,B,0,0,F,F
-71.081105,42.3669014,8614767,5141,service,,,B,0,0,F,F
-71.0810851,42.3668731,8614767,5141,service,,,B,0,0,F,F
-71.0810483,42.3668564,8614767,5141,service,,,B,0,0,F,F
-71.0807719,42.3668239,8614767,5141,service,,,B,0,0,F,F
